"","raceId","driverId","lap","position","time","milliseconds","minutes","status","isFinished","outlier"
"1",969,1,1,1,"1:34.404",94404,1.57,"Finished","TRUE","NA"
"2",969,1,2,1,"1:29.638",89638,1.49,"Finished","TRUE","NA"
"3",969,1,3,1,"1:29.119",89119,1.49,"Finished","TRUE","NA"
"4",969,1,4,1,"1:29.044",89044,1.48,"Finished","TRUE","NA"
"5",969,1,5,1,"1:28.786",88786,1.48,"Finished","TRUE","NA"
"6",969,1,6,1,"1:28.919",88919,1.48,"Finished","TRUE","NA"
"7",969,1,7,1,"1:28.797",88797,1.48,"Finished","TRUE","NA"
"8",969,1,8,1,"1:28.379",88379,1.47,"Finished","TRUE","NA"
"9",969,1,9,1,"1:28.391",88391,1.47,"Finished","TRUE","NA"
"10",969,1,10,1,"1:28.326",88326,1.47,"Finished","TRUE","NA"
"11",969,1,11,1,"1:28.464",88464,1.47,"Finished","TRUE","NA"
"12",969,1,12,1,"1:28.424",88424,1.47,"Finished","TRUE","NA"
"13",969,1,13,1,"1:28.117",88117,1.47,"Finished","TRUE","NA"
"14",969,1,14,1,"1:29.037",89037,1.48,"Finished","TRUE","NA"
"15",969,1,15,1,"1:28.494",88494,1.47,"Finished","TRUE","NA"
"16",969,1,16,1,"1:28.438",88438,1.47,"Finished","TRUE","NA"
"17",969,1,17,4,"1:46.345",106345,1.77,"Finished","TRUE","NA"
"18",969,1,18,5,"1:33.568",93568,1.56,"Finished","TRUE","NA"
"19",969,1,19,5,"1:27.551",87551,1.46,"Finished","TRUE","NA"
"20",969,1,20,5,"1:28.473",88473,1.47,"Finished","TRUE","NA"
"21",969,1,21,5,"1:28.981",88981,1.48,"Finished","TRUE","NA"
"22",969,1,22,5,"1:29.879",89879,1.5,"Finished","TRUE","NA"
"23",969,1,23,5,"1:29.457",89457,1.49,"Finished","TRUE","NA"
"24",969,1,24,5,"1:31.474",91474,1.52,"Finished","TRUE","NA"
"25",969,1,25,3,"1:30.306",90306,1.51,"Finished","TRUE","NA"
"26",969,1,26,2,"1:27.952",87952,1.47,"Finished","TRUE","NA"
"27",969,1,27,2,"1:27.834",87834,1.46,"Finished","TRUE","NA"
"28",969,1,28,2,"1:27.846",87846,1.46,"Finished","TRUE","NA"
"29",969,1,29,2,"1:27.813",87813,1.46,"Finished","TRUE","NA"
"30",969,1,30,2,"1:28.532",88532,1.48,"Finished","TRUE","NA"
"31",969,1,31,2,"1:28.267",88267,1.47,"Finished","TRUE","NA"
"32",969,1,32,2,"1:27.711",87711,1.46,"Finished","TRUE","NA"
"33",969,1,33,2,"1:27.548",87548,1.46,"Finished","TRUE","NA"
"34",969,1,34,2,"1:28.974",88974,1.48,"Finished","TRUE","NA"
"35",969,1,35,2,"1:27.435",87435,1.46,"Finished","TRUE","NA"
"36",969,1,36,2,"1:28.354",88354,1.47,"Finished","TRUE","NA"
"37",969,1,37,2,"1:27.712",87712,1.46,"Finished","TRUE","NA"
"38",969,1,38,2,"1:27.558",87558,1.46,"Finished","TRUE","NA"
"39",969,1,39,2,"1:27.618",87618,1.46,"Finished","TRUE","NA"
"40",969,1,40,2,"1:27.525",87525,1.46,"Finished","TRUE","NA"
"41",969,1,41,2,"1:28.720",88720,1.48,"Finished","TRUE","NA"
"42",969,1,42,2,"1:27.473",87473,1.46,"Finished","TRUE","NA"
"43",969,1,43,2,"1:28.842",88842,1.48,"Finished","TRUE","NA"
"44",969,1,44,2,"1:27.033",87033,1.45,"Finished","TRUE","NA"
"45",969,1,45,2,"1:27.151",87151,1.45,"Finished","TRUE","NA"
"46",969,1,46,2,"1:27.347",87347,1.46,"Finished","TRUE","NA"
"47",969,1,47,2,"1:27.285",87285,1.45,"Finished","TRUE","NA"
"48",969,1,48,2,"1:27.328",87328,1.46,"Finished","TRUE","NA"
"49",969,1,49,2,"1:28.063",88063,1.47,"Finished","TRUE","NA"
"50",969,1,50,2,"1:28.989",88989,1.48,"Finished","TRUE","NA"
"51",969,1,51,2,"1:27.768",87768,1.46,"Finished","TRUE","NA"
"52",969,1,52,2,"1:27.607",87607,1.46,"Finished","TRUE","NA"
"53",969,1,53,2,"1:27.087",87087,1.45,"Finished","TRUE","NA"
"54",969,1,54,2,"1:28.299",88299,1.47,"Finished","TRUE","NA"
"55",969,1,55,2,"1:27.496",87496,1.46,"Finished","TRUE","NA"
"56",969,1,56,2,"1:27.527",87527,1.46,"Finished","TRUE","NA"
"57",969,1,57,2,"1:28.142",88142,1.47,"Finished","TRUE","NA"
"58",969,20,1,2,"1:35.078",95078,1.58,"Finished","TRUE","NA"
"59",969,20,2,2,"1:29.727",89727,1.5,"Finished","TRUE","NA"
"60",969,20,3,2,"1:29.043",89043,1.48,"Finished","TRUE","NA"
"61",969,20,4,2,"1:29.128",89128,1.49,"Finished","TRUE","NA"
"62",969,20,5,2,"1:29.127",89127,1.49,"Finished","TRUE","NA"
"63",969,20,6,2,"1:29.083",89083,1.48,"Finished","TRUE","NA"
"64",969,20,7,2,"1:28.865",88865,1.48,"Finished","TRUE","NA"
"65",969,20,8,2,"1:28.753",88753,1.48,"Finished","TRUE","NA"
"66",969,20,9,2,"1:28.234",88234,1.47,"Finished","TRUE","NA"
"67",969,20,10,2,"1:28.657",88657,1.48,"Finished","TRUE","NA"
"68",969,20,11,2,"1:28.393",88393,1.47,"Finished","TRUE","NA"
"69",969,20,12,2,"1:28.221",88221,1.47,"Finished","TRUE","NA"
"70",969,20,13,2,"1:28.372",88372,1.47,"Finished","TRUE","NA"
"71",969,20,14,2,"1:28.690",88690,1.48,"Finished","TRUE","NA"
"72",969,20,15,2,"1:28.507",88507,1.48,"Finished","TRUE","NA"
"73",969,20,16,2,"1:28.221",88221,1.47,"Finished","TRUE","NA"
"74",969,20,17,1,"1:28.364",88364,1.47,"Finished","TRUE","NA"
"75",969,20,18,1,"1:28.478",88478,1.47,"Finished","TRUE","NA"
"76",969,20,19,1,"1:28.118",88118,1.47,"Finished","TRUE","NA"
"77",969,20,20,1,"1:28.224",88224,1.47,"Finished","TRUE","NA"
"78",969,20,21,1,"1:28.578",88578,1.48,"Finished","TRUE","NA"
"79",969,20,22,1,"1:28.501",88501,1.48,"Finished","TRUE","NA"
"80",969,20,23,2,"1:46.995",106995,1.78,"Finished","TRUE","NA"
"81",969,20,24,3,"1:33.830",93830,1.56,"Finished","TRUE","NA"
"82",969,20,25,2,"1:27.726",87726,1.46,"Finished","TRUE","NA"
"83",969,20,26,1,"1:27.598",87598,1.46,"Finished","TRUE","NA"
"84",969,20,27,1,"1:28.046",88046,1.47,"Finished","TRUE","NA"
"85",969,20,28,1,"1:27.726",87726,1.46,"Finished","TRUE","NA"
"86",969,20,29,1,"1:28.009",88009,1.47,"Finished","TRUE","NA"
"87",969,20,30,1,"1:28.388",88388,1.47,"Finished","TRUE","NA"
"88",969,20,31,1,"1:28.119",88119,1.47,"Finished","TRUE","NA"
"89",969,20,32,1,"1:28.226",88226,1.47,"Finished","TRUE","NA"
"90",969,20,33,1,"1:27.701",87701,1.46,"Finished","TRUE","NA"
"91",969,20,34,1,"1:27.628",87628,1.46,"Finished","TRUE","NA"
"92",969,20,35,1,"1:27.483",87483,1.46,"Finished","TRUE","NA"
"93",969,20,36,1,"1:27.347",87347,1.46,"Finished","TRUE","NA"
"94",969,20,37,1,"1:27.620",87620,1.46,"Finished","TRUE","NA"
"95",969,20,38,1,"1:27.490",87490,1.46,"Finished","TRUE","NA"
"96",969,20,39,1,"1:27.586",87586,1.46,"Finished","TRUE","NA"
"97",969,20,40,1,"1:27.718",87718,1.46,"Finished","TRUE","NA"
"98",969,20,41,1,"1:27.386",87386,1.46,"Finished","TRUE","NA"
"99",969,20,42,1,"1:27.448",87448,1.46,"Finished","TRUE","NA"
"100",969,20,43,1,"1:27.819",87819,1.46,"Finished","TRUE","NA"
"101",969,20,44,1,"1:27.954",87954,1.47,"Finished","TRUE","NA"
"102",969,20,45,1,"1:27.735",87735,1.46,"Finished","TRUE","NA"
"103",969,20,46,1,"1:27.695",87695,1.46,"Finished","TRUE","NA"
"104",969,20,47,1,"1:27.735",87735,1.46,"Finished","TRUE","NA"
"105",969,20,48,1,"1:28.707",88707,1.48,"Finished","TRUE","NA"
"106",969,20,49,1,"1:27.613",87613,1.46,"Finished","TRUE","NA"
"107",969,20,50,1,"1:27.422",87422,1.46,"Finished","TRUE","NA"
"108",969,20,51,1,"1:27.782",87782,1.46,"Finished","TRUE","NA"
"109",969,20,52,1,"1:27.618",87618,1.46,"Finished","TRUE","NA"
"110",969,20,53,1,"1:26.638",86638,1.44,"Finished","TRUE","NA"
"111",969,20,54,1,"1:27.007",87007,1.45,"Finished","TRUE","NA"
"112",969,20,55,1,"1:27.369",87369,1.46,"Finished","TRUE","NA"
"113",969,20,56,1,"1:27.437",87437,1.46,"Finished","TRUE","NA"
"114",969,20,57,1,"1:28.709",88709,1.48,"Finished","TRUE","NA"
"115",969,822,1,3,"1:36.009",96009,1.6,"Finished","TRUE","NA"
"116",969,822,2,3,"1:30.141",90141,1.5,"Finished","TRUE","NA"
"117",969,822,3,3,"1:29.635",89635,1.49,"Finished","TRUE","NA"
"118",969,822,4,3,"1:29.301",89301,1.49,"Finished","TRUE","NA"
"119",969,822,5,3,"1:29.460",89460,1.49,"Finished","TRUE","NA"
"120",969,822,6,3,"1:29.135",89135,1.49,"Finished","TRUE","NA"
"121",969,822,7,3,"1:29.164",89164,1.49,"Finished","TRUE","NA"
"122",969,822,8,3,"1:29.488",89488,1.49,"Finished","TRUE","NA"
"123",969,822,9,3,"1:29.191",89191,1.49,"Finished","TRUE","NA"
"124",969,822,10,3,"1:28.875",88875,1.48,"Finished","TRUE","NA"
"125",969,822,11,3,"1:29.092",89092,1.48,"Finished","TRUE","NA"
"126",969,822,12,3,"1:28.789",88789,1.48,"Finished","TRUE","NA"
"127",969,822,13,3,"1:28.377",88377,1.47,"Finished","TRUE","NA"
"128",969,822,14,3,"1:29.214",89214,1.49,"Finished","TRUE","NA"
"129",969,822,15,3,"1:28.755",88755,1.48,"Finished","TRUE","NA"
"130",969,822,16,3,"1:29.785",89785,1.5,"Finished","TRUE","NA"
"131",969,822,17,2,"1:29.051",89051,1.48,"Finished","TRUE","NA"
"132",969,822,18,2,"1:28.860",88860,1.48,"Finished","TRUE","NA"
"133",969,822,19,2,"1:28.780",88780,1.48,"Finished","TRUE","NA"
"134",969,822,20,2,"1:29.042",89042,1.48,"Finished","TRUE","NA"
"135",969,822,21,2,"1:28.909",88909,1.48,"Finished","TRUE","NA"
"136",969,822,22,2,"1:28.965",88965,1.48,"Finished","TRUE","NA"
"137",969,822,23,1,"1:28.871",88871,1.48,"Finished","TRUE","NA"
"138",969,822,24,1,"1:29.671",89671,1.49,"Finished","TRUE","NA"
"139",969,822,25,4,"1:46.647",106647,1.78,"Finished","TRUE","NA"
"140",969,822,26,3,"1:33.438",93438,1.56,"Finished","TRUE","NA"
"141",969,822,27,3,"1:27.052",87052,1.45,"Finished","TRUE","NA"
"142",969,822,28,3,"1:27.273",87273,1.45,"Finished","TRUE","NA"
"143",969,822,29,3,"1:27.735",87735,1.46,"Finished","TRUE","NA"
"144",969,822,30,3,"1:27.496",87496,1.46,"Finished","TRUE","NA"
"145",969,822,31,3,"1:28.175",88175,1.47,"Finished","TRUE","NA"
"146",969,822,32,3,"1:27.453",87453,1.46,"Finished","TRUE","NA"
"147",969,822,33,3,"1:27.432",87432,1.46,"Finished","TRUE","NA"
"148",969,822,34,3,"1:27.513",87513,1.46,"Finished","TRUE","NA"
"149",969,822,35,3,"1:28.532",88532,1.48,"Finished","TRUE","NA"
"150",969,822,36,3,"1:27.139",87139,1.45,"Finished","TRUE","NA"
"151",969,822,37,3,"1:27.285",87285,1.45,"Finished","TRUE","NA"
"152",969,822,38,3,"1:27.437",87437,1.46,"Finished","TRUE","NA"
"153",969,822,39,3,"1:27.396",87396,1.46,"Finished","TRUE","NA"
"154",969,822,40,3,"1:27.711",87711,1.46,"Finished","TRUE","NA"
"155",969,822,41,3,"1:28.337",88337,1.47,"Finished","TRUE","NA"
"156",969,822,42,3,"1:27.525",87525,1.46,"Finished","TRUE","NA"
"157",969,822,43,3,"1:28.049",88049,1.47,"Finished","TRUE","NA"
"158",969,822,44,3,"1:27.597",87597,1.46,"Finished","TRUE","NA"
"159",969,822,45,3,"1:27.123",87123,1.45,"Finished","TRUE","NA"
"160",969,822,46,3,"1:27.555",87555,1.46,"Finished","TRUE","NA"
"161",969,822,47,3,"1:27.491",87491,1.46,"Finished","TRUE","NA"
"162",969,822,48,3,"1:27.103",87103,1.45,"Finished","TRUE","NA"
"163",969,822,49,3,"1:27.685",87685,1.46,"Finished","TRUE","NA"
"164",969,822,50,3,"1:28.717",88717,1.48,"Finished","TRUE","NA"
"165",969,822,51,3,"1:28.395",88395,1.47,"Finished","TRUE","NA"
"166",969,822,52,3,"1:27.844",87844,1.46,"Finished","TRUE","NA"
"167",969,822,53,3,"1:27.045",87045,1.45,"Finished","TRUE","NA"
"168",969,822,54,3,"1:27.412",87412,1.46,"Finished","TRUE","NA"
"169",969,822,55,3,"1:28.670",88670,1.48,"Finished","TRUE","NA"
"170",969,822,56,3,"1:26.593",86593,1.44,"Finished","TRUE","NA"
"171",969,822,57,3,"1:27.507",87507,1.46,"Finished","TRUE","NA"
"172",969,8,1,4,"1:37.493",97493,1.62,"Finished","TRUE","NA"
"173",969,8,2,4,"1:30.567",90567,1.51,"Finished","TRUE","NA"
"174",969,8,3,4,"1:30.163",90163,1.5,"Finished","TRUE","NA"
"175",969,8,4,4,"1:29.950",89950,1.5,"Finished","TRUE","NA"
"176",969,8,5,4,"1:29.598",89598,1.49,"Finished","TRUE","NA"
"177",969,8,6,4,"1:29.226",89226,1.49,"Finished","TRUE","NA"
"178",969,8,7,4,"1:29.311",89311,1.49,"Finished","TRUE","NA"
"179",969,8,8,4,"1:29.324",89324,1.49,"Finished","TRUE","NA"
"180",969,8,9,4,"1:29.628",89628,1.49,"Finished","TRUE","NA"
"181",969,8,10,4,"1:29.612",89612,1.49,"Finished","TRUE","NA"
"182",969,8,11,4,"1:29.466",89466,1.49,"Finished","TRUE","NA"
"183",969,8,12,4,"1:29.501",89501,1.49,"Finished","TRUE","NA"
"184",969,8,13,4,"1:28.941",88941,1.48,"Finished","TRUE","NA"
"185",969,8,14,4,"1:29.529",89529,1.49,"Finished","TRUE","NA"
"186",969,8,15,4,"1:29.418",89418,1.49,"Finished","TRUE","NA"
"187",969,8,16,4,"1:29.291",89291,1.49,"Finished","TRUE","NA"
"188",969,8,17,3,"1:29.257",89257,1.49,"Finished","TRUE","NA"
"189",969,8,18,3,"1:28.698",88698,1.48,"Finished","TRUE","NA"
"190",969,8,19,3,"1:28.916",88916,1.48,"Finished","TRUE","NA"
"191",969,8,20,3,"1:28.836",88836,1.48,"Finished","TRUE","NA"
"192",969,8,21,3,"1:28.987",88987,1.48,"Finished","TRUE","NA"
"193",969,8,22,3,"1:29.485",89485,1.49,"Finished","TRUE","NA"
"194",969,8,23,3,"1:28.616",88616,1.48,"Finished","TRUE","NA"
"195",969,8,24,2,"1:28.746",88746,1.48,"Finished","TRUE","NA"
"196",969,8,25,1,"1:28.707",88707,1.48,"Finished","TRUE","NA"
"197",969,8,26,4,"1:46.225",106225,1.77,"Finished","TRUE","NA"
"198",969,8,27,4,"1:34.126",94126,1.57,"Finished","TRUE","NA"
"199",969,8,28,4,"1:27.448",87448,1.46,"Finished","TRUE","NA"
"200",969,8,29,4,"1:28.054",88054,1.47,"Finished","TRUE","NA"
"201",969,8,30,4,"1:27.559",87559,1.46,"Finished","TRUE","NA"
"202",969,8,31,4,"1:28.057",88057,1.47,"Finished","TRUE","NA"
"203",969,8,32,4,"1:27.899",87899,1.46,"Finished","TRUE","NA"
"204",969,8,33,4,"1:27.951",87951,1.47,"Finished","TRUE","NA"
"205",969,8,34,4,"1:28.273",88273,1.47,"Finished","TRUE","NA"
"206",969,8,35,4,"1:28.298",88298,1.47,"Finished","TRUE","NA"
"207",969,8,36,4,"1:27.978",87978,1.47,"Finished","TRUE","NA"
"208",969,8,37,4,"1:27.850",87850,1.46,"Finished","TRUE","NA"
"209",969,8,38,4,"1:28.156",88156,1.47,"Finished","TRUE","NA"
"210",969,8,39,4,"1:28.732",88732,1.48,"Finished","TRUE","NA"
"211",969,8,40,4,"1:27.759",87759,1.46,"Finished","TRUE","NA"
"212",969,8,41,4,"1:27.409",87409,1.46,"Finished","TRUE","NA"
"213",969,8,42,4,"1:27.701",87701,1.46,"Finished","TRUE","NA"
"214",969,8,43,4,"1:27.725",87725,1.46,"Finished","TRUE","NA"
"215",969,8,44,4,"1:27.825",87825,1.46,"Finished","TRUE","NA"
"216",969,8,45,4,"1:27.483",87483,1.46,"Finished","TRUE","NA"
"217",969,8,46,4,"1:27.639",87639,1.46,"Finished","TRUE","NA"
"218",969,8,47,4,"1:27.312",87312,1.46,"Finished","TRUE","NA"
"219",969,8,48,4,"1:27.923",87923,1.47,"Finished","TRUE","NA"
"220",969,8,49,4,"1:27.099",87099,1.45,"Finished","TRUE","NA"
"221",969,8,50,4,"1:27.429",87429,1.46,"Finished","TRUE","NA"
"222",969,8,51,4,"1:27.421",87421,1.46,"Finished","TRUE","NA"
"223",969,8,52,4,"1:27.706",87706,1.46,"Finished","TRUE","NA"
"224",969,8,53,4,"1:27.209",87209,1.45,"Finished","TRUE","NA"
"225",969,8,54,4,"1:27.573",87573,1.46,"Finished","TRUE","NA"
"226",969,8,55,4,"1:27.460",87460,1.46,"Finished","TRUE","NA"
"227",969,8,56,4,"1:26.538",86538,1.44,"Finished","TRUE","NA"
"228",969,8,57,4,"1:28.982",88982,1.48,"Finished","TRUE","NA"
"229",969,830,1,5,"1:38.375",98375,1.64,"Finished","TRUE","NA"
"230",969,830,2,5,"1:30.829",90829,1.51,"Finished","TRUE","NA"
"231",969,830,3,5,"1:30.490",90490,1.51,"Finished","TRUE","NA"
"232",969,830,4,5,"1:29.988",89988,1.5,"Finished","TRUE","NA"
"233",969,830,5,5,"1:29.904",89904,1.5,"Finished","TRUE","NA"
"234",969,830,6,5,"1:29.636",89636,1.49,"Finished","TRUE","NA"
"235",969,830,7,5,"1:29.539",89539,1.49,"Finished","TRUE","NA"
"236",969,830,8,5,"1:29.548",89548,1.49,"Finished","TRUE","NA"
"237",969,830,9,5,"1:29.359",89359,1.49,"Finished","TRUE","NA"
"238",969,830,10,5,"1:29.553",89553,1.49,"Finished","TRUE","NA"
"239",969,830,11,5,"1:29.409",89409,1.49,"Finished","TRUE","NA"
"240",969,830,12,5,"1:29.529",89529,1.49,"Finished","TRUE","NA"
"241",969,830,13,5,"1:29.236",89236,1.49,"Finished","TRUE","NA"
"242",969,830,14,5,"1:29.559",89559,1.49,"Finished","TRUE","NA"
"243",969,830,15,5,"1:29.310",89310,1.49,"Finished","TRUE","NA"
"244",969,830,16,5,"1:29.034",89034,1.48,"Finished","TRUE","NA"
"245",969,830,17,5,"1:29.508",89508,1.49,"Finished","TRUE","NA"
"246",969,830,18,4,"1:29.159",89159,1.49,"Finished","TRUE","NA"
"247",969,830,19,4,"1:28.833",88833,1.48,"Finished","TRUE","NA"
"248",969,830,20,4,"1:29.043",89043,1.48,"Finished","TRUE","NA"
"249",969,830,21,4,"1:29.380",89380,1.49,"Finished","TRUE","NA"
"250",969,830,22,4,"1:29.834",89834,1.5,"Finished","TRUE","NA"
"251",969,830,23,4,"1:29.456",89456,1.49,"Finished","TRUE","NA"
"252",969,830,24,4,"1:31.016",91016,1.52,"Finished","TRUE","NA"
"253",969,830,25,5,"1:48.655",108655,1.81,"Finished","TRUE","NA"
"254",969,830,26,5,"1:33.552",93552,1.56,"Finished","TRUE","NA"
"255",969,830,27,5,"1:27.991",87991,1.47,"Finished","TRUE","NA"
"256",969,830,28,5,"1:27.759",87759,1.46,"Finished","TRUE","NA"
"257",969,830,29,5,"1:27.918",87918,1.47,"Finished","TRUE","NA"
"258",969,830,30,5,"1:27.705",87705,1.46,"Finished","TRUE","NA"
"259",969,830,31,5,"1:28.096",88096,1.47,"Finished","TRUE","NA"
"260",969,830,32,5,"1:27.865",87865,1.46,"Finished","TRUE","NA"
"261",969,830,33,5,"1:27.686",87686,1.46,"Finished","TRUE","NA"
"262",969,830,34,5,"1:27.749",87749,1.46,"Finished","TRUE","NA"
"263",969,830,35,5,"1:27.173",87173,1.45,"Finished","TRUE","NA"
"264",969,830,36,5,"1:27.527",87527,1.46,"Finished","TRUE","NA"
"265",969,830,37,5,"1:27.502",87502,1.46,"Finished","TRUE","NA"
"266",969,830,38,5,"1:27.383",87383,1.46,"Finished","TRUE","NA"
"267",969,830,39,5,"1:27.403",87403,1.46,"Finished","TRUE","NA"
"268",969,830,40,5,"1:28.398",88398,1.47,"Finished","TRUE","NA"
"269",969,830,41,5,"1:27.166",87166,1.45,"Finished","TRUE","NA"
"270",969,830,42,5,"1:27.045",87045,1.45,"Finished","TRUE","NA"
"271",969,830,43,5,"1:26.964",86964,1.45,"Finished","TRUE","NA"
"272",969,830,44,5,"1:27.631",87631,1.46,"Finished","TRUE","NA"
"273",969,830,45,5,"1:27.052",87052,1.45,"Finished","TRUE","NA"
"274",969,830,46,5,"1:27.178",87178,1.45,"Finished","TRUE","NA"
"275",969,830,47,5,"1:27.257",87257,1.45,"Finished","TRUE","NA"
"276",969,830,48,5,"1:28.453",88453,1.47,"Finished","TRUE","NA"
"277",969,830,49,5,"1:27.147",87147,1.45,"Finished","TRUE","NA"
"278",969,830,50,5,"1:27.670",87670,1.46,"Finished","TRUE","NA"
"279",969,830,51,5,"1:27.146",87146,1.45,"Finished","TRUE","NA"
"280",969,830,52,5,"1:27.380",87380,1.46,"Finished","TRUE","NA"
"281",969,830,53,5,"1:27.212",87212,1.45,"Finished","TRUE","NA"
"282",969,830,54,5,"1:27.354",87354,1.46,"Finished","TRUE","NA"
"283",969,830,55,5,"1:28.524",88524,1.48,"Finished","TRUE","NA"
"284",969,830,56,5,"1:29.402",89402,1.49,"Finished","TRUE","NA"
"285",969,830,57,5,"1:30.029",90029,1.5,"Finished","TRUE","NA"
"286",969,13,1,6,"1:39.674",99674,1.66,"Finished","TRUE","NA"
"287",969,13,2,6,"1:31.151",91151,1.52,"Finished","TRUE","NA"
"288",969,13,3,6,"1:30.623",90623,1.51,"Finished","TRUE","NA"
"289",969,13,4,6,"1:30.613",90613,1.51,"Finished","TRUE","NA"
"290",969,13,5,6,"1:30.530",90530,1.51,"Finished","TRUE","NA"
"291",969,13,6,6,"1:30.508",90508,1.51,"Finished","TRUE","NA"
"292",969,13,7,6,"1:30.144",90144,1.5,"Finished","TRUE","NA"
"293",969,13,8,6,"1:30.075",90075,1.5,"Finished","TRUE","NA"
"294",969,13,9,6,"1:30.076",90076,1.5,"Finished","TRUE","NA"
"295",969,13,10,6,"1:30.110",90110,1.5,"Finished","TRUE","NA"
"296",969,13,11,6,"1:30.329",90329,1.51,"Finished","TRUE","NA"
"297",969,13,12,6,"1:30.423",90423,1.51,"Finished","TRUE","NA"
"298",969,13,13,6,"1:30.642",90642,1.51,"Finished","TRUE","NA"
"299",969,13,14,6,"1:30.367",90367,1.51,"Finished","TRUE","NA"
"300",969,13,15,6,"1:30.658",90658,1.51,"Finished","TRUE","NA"
"301",969,13,16,6,"1:30.365",90365,1.51,"Finished","TRUE","NA"
"302",969,13,17,6,"1:30.457",90457,1.51,"Finished","TRUE","NA"
"303",969,13,18,6,"1:30.552",90552,1.51,"Finished","TRUE","NA"
"304",969,13,19,6,"1:30.843",90843,1.51,"Finished","TRUE","NA"
"305",969,13,20,7,"1:47.482",107482,1.79,"Finished","TRUE","NA"
"306",969,13,21,7,"1:35.004",95004,1.58,"Finished","TRUE","NA"
"307",969,13,22,7,"1:28.966",88966,1.48,"Finished","TRUE","NA"
"308",969,13,23,7,"1:29.041",89041,1.48,"Finished","TRUE","NA"
"309",969,13,24,7,"1:29.448",89448,1.49,"Finished","TRUE","NA"
"310",969,13,25,7,"1:29.031",89031,1.48,"Finished","TRUE","NA"
"311",969,13,26,7,"1:29.049",89049,1.48,"Finished","TRUE","NA"
"312",969,13,27,7,"1:29.593",89593,1.49,"Finished","TRUE","NA"
"313",969,13,28,7,"1:29.900",89900,1.5,"Finished","TRUE","NA"
"314",969,13,29,7,"1:29.192",89192,1.49,"Finished","TRUE","NA"
"315",969,13,30,7,"1:28.975",88975,1.48,"Finished","TRUE","NA"
"316",969,13,31,7,"1:28.891",88891,1.48,"Finished","TRUE","NA"
"317",969,13,32,7,"1:28.979",88979,1.48,"Finished","TRUE","NA"
"318",969,13,33,7,"1:28.900",88900,1.48,"Finished","TRUE","NA"
"319",969,13,34,6,"1:29.195",89195,1.49,"Finished","TRUE","NA"
"320",969,13,35,6,"1:28.697",88697,1.48,"Finished","TRUE","NA"
"321",969,13,36,6,"1:28.937",88937,1.48,"Finished","TRUE","NA"
"322",969,13,37,6,"1:28.751",88751,1.48,"Finished","TRUE","NA"
"323",969,13,38,6,"1:28.818",88818,1.48,"Finished","TRUE","NA"
"324",969,13,39,6,"1:28.990",88990,1.48,"Finished","TRUE","NA"
"325",969,13,40,6,"1:28.923",88923,1.48,"Finished","TRUE","NA"
"326",969,13,41,6,"1:29.715",89715,1.5,"Finished","TRUE","NA"
"327",969,13,42,6,"1:28.652",88652,1.48,"Finished","TRUE","NA"
"328",969,13,43,6,"1:28.402",88402,1.47,"Finished","TRUE","NA"
"329",969,13,44,6,"1:28.768",88768,1.48,"Finished","TRUE","NA"
"330",969,13,45,6,"1:28.752",88752,1.48,"Finished","TRUE","NA"
"331",969,13,46,6,"1:28.757",88757,1.48,"Finished","TRUE","NA"
"332",969,13,47,6,"1:28.957",88957,1.48,"Finished","TRUE","NA"
"333",969,13,48,6,"1:28.654",88654,1.48,"Finished","TRUE","NA"
"334",969,13,49,6,"1:28.045",88045,1.47,"Finished","TRUE","NA"
"335",969,13,50,6,"1:28.341",88341,1.47,"Finished","TRUE","NA"
"336",969,13,51,6,"1:28.498",88498,1.47,"Finished","TRUE","NA"
"337",969,13,52,6,"1:28.258",88258,1.47,"Finished","TRUE","NA"
"338",969,13,53,6,"1:28.393",88393,1.47,"Finished","TRUE","NA"
"339",969,13,54,6,"1:28.831",88831,1.48,"Finished","TRUE","NA"
"340",969,13,55,6,"1:28.192",88192,1.47,"Finished","TRUE","NA"
"341",969,13,56,6,"1:28.490",88490,1.47,"Finished","TRUE","NA"
"342",969,13,57,6,"1:34.451",94451,1.57,"Finished","TRUE","NA"
"343",969,154,1,7,"1:40.716",100716,1.68,"Water leak","FALSE","NA"
"344",969,154,2,7,"1:31.242",91242,1.52,"Water leak","FALSE","NA"
"345",969,154,3,7,"1:31.050",91050,1.52,"Water leak","FALSE","NA"
"346",969,154,4,7,"1:30.763",90763,1.51,"Water leak","FALSE","NA"
"347",969,154,5,7,"1:30.574",90574,1.51,"Water leak","FALSE","NA"
"348",969,154,6,7,"1:30.571",90571,1.51,"Water leak","FALSE","NA"
"349",969,154,7,7,"1:30.288",90288,1.5,"Water leak","FALSE","NA"
"350",969,154,8,7,"1:30.361",90361,1.51,"Water leak","FALSE","NA"
"351",969,154,9,7,"1:30.470",90470,1.51,"Water leak","FALSE","NA"
"352",969,154,10,7,"1:30.296",90296,1.5,"Water leak","FALSE","NA"
"353",969,154,11,7,"1:30.337",90337,1.51,"Water leak","FALSE","NA"
"354",969,154,12,7,"1:30.183",90183,1.5,"Water leak","FALSE","NA"
"355",969,154,13,7,"1:30.492",90492,1.51,"Water leak","FALSE","NA"
"356",969,832,1,8,"1:41.891",101891,1.7,"+1 Lap","FALSE","NA"
"357",969,832,2,8,"1:31.386",91386,1.52,"+1 Lap","FALSE","NA"
